Date	Price	Open	High	Low	Vol.	Change %
5/17/2023	"41,835.57"	"42,083.63"	"42,110.03"	"41,818.34"		-0.34%
5/16/2023	"41,980.13"	"41,827.94"	"42,081.58"	"41,817.01"		0.63%
5/15/2023	"41,716.26"	"41,498.01"	"41,716.26"	"41,310.19"		0.55%
5/12/2023	"41,487.58"	"41,325.63"	"41,649.15"	"41,299.39"		0.39%
5/11/2023	"41,325.63"	"41,074.95"	"41,498.77"	"41,074.95"		0.61%
5/10/2023	"41,074.95"	"41,373.81"	"41,407.09"	"41,041.32"		-0.72%
5/9/2023	"41,373.81"	"41,829.49"	"41,830.35"	"41,277.73"		-1.09%
5/8/2023	"41,829.49"	"42,241.98"	"42,389.22"	"41,767.45"		-0.98%
5/5/2023	"42,241.98"	"42,093.80"	"42,323.29"	"41,962.90"		0.35%
5/4/2023	"42,093.80"	"42,087.93"	"42,336.44"	"42,055.90"		0.01%
5/3/2023	"42,087.93"	"41,927.64"	"42,171.68"	"41,915.81"		0.38%
5/2/2023	"41,927.64"	"41,580.85"	"41,990.15"	"41,580.85"		0.83%
4/28/2023	"41,580.85"	"41,463.91"	"41,790.68"	"41,463.91"		0.28%
4/27/2023	"41,463.91"	"41,099.58"	"41,518.74"	"41,081.07"		0.89%
4/26/2023	"41,099.58"	"41,007.82"	"41,363.89"	"41,007.82"		0.22%
4/20/2023	"41,007.82"	"40,499.34"	"41,086.67"	"40,499.34"		1.26%
4/19/2023	"40,499.34"	"40,448.05"	"40,532.76"	"40,289.95"		0.13%
4/18/2023	"40,448.05"	"40,246.67"	"40,484.29"	"40,221.08"		0.50%
4/17/2023	"40,246.66"	"40,205.54"	"40,372.80"	"40,182.37"		0.10%
4/13/2023	"40,205.54"	"40,126.05"	"40,418.60"	"40,126.05"		0.20%
4/12/2023	"40,126.05"	"39,804.71"	"40,172.76"	"39,803.95"		0.81%
4/11/2023	"39,804.71"	"39,835.90"	"39,919.99"	"39,723.01"		-0.08%
4/10/2023	"39,835.90"	"40,049.65"	"40,183.81"	"39,815.86"		-0.53%
4/7/2023	"40,049.65"	"40,350.89"	"40,549.86"	"40,005.04"		-0.75%
4/6/2023	"40,350.89"	"39,717.15"	"40,374.33"	"39,717.15"		1.60%
4/5/2023	"39,717.15"	"39,687.26"	"39,910.05"	"39,664.98"		0.08%
4/4/2023	"39,687.26"	"39,889.90"	"39,920.35"	"39,482.17"		-0.51%
4/3/2023	"39,889.90"	"40,000.83"	"40,077.77"	"39,860.62"		-0.28%
3/31/2023	"40,000.83"	"39,848.35"	"40,000.83"	"39,729.44"		0.38%
3/30/2023	"39,848.35"	"39,879.89"	"40,005.07"	"39,796.69"		-0.08%
3/29/2023	"39,879.89"	"40,082.37"	"40,186.11"	"39,866.25"		-0.51%
3/28/2023	"40,082.37"	"40,000.37"	"40,203.77"	"40,000.37"		0.20%
3/27/2023	"40,000.37"	"39,942.05"	"40,066.73"	"39,845.06"		0.15%
3/24/2023	"39,942.05"	"40,376.10"	"40,440.70"	"39,922.89"		-1.08%
3/22/2023	"40,376.10"	"40,877.98"	"40,996.72"	"40,352.71"		-1.23%
3/21/2023	"40,877.98"	"40,918.45"	"40,990.12"	"40,696.74"		-0.10%
3/20/2023	"40,918.45"	"41,329.95"	"41,398.03"	"40,909.24"		-1.00%
3/17/2023	"41,329.95"	"41,694.09"	"41,808.88"	"41,270.81"		-0.87%
3/16/2023	"41,694.09"	"41,874.04"	"42,119.03"	"41,639.50"		-0.43%
3/15/2023	"41,874.04"	"41,816.43"	"42,010.06"	"41,607.05"		0.14%
3/14/2023	"41,816.43"	"41,856.85"	"41,953.78"	"41,705.82"		-0.10%
3/13/2023	"41,856.85"	"41,793.87"	"42,291.77"	"41,787.35"		0.15%
3/10/2023	"41,793.87"	"41,585.54"	"41,902.02"	"41,585.54"		0.50%
3/9/2023	"41,585.54"	"41,358.93"	"41,648.08"	"41,358.93"		0.55%
3/8/2023	"41,358.93"	"41,334.69"	"41,618.66"	"41,334.69"		0.06%
3/7/2023	"41,334.69"	"41,434.33"	"41,530.19"	"41,334.69"		-0.24%
3/6/2023	"41,434.33"	"41,337.00"	"41,797.71"	"41,337.00"		0.24%
3/3/2023	"41,337.00"	"40,670.88"	"41,359.11"	"40,487.28"		1.64%
3/2/2023	"40,670.88"	"40,412.77"	"40,852.97"	"40,353.46"		0.64%
3/1/2023	"40,412.77"	"40,510.37"	"40,539.87"	"40,029.72"		-0.24%
2/28/2023	"40,510.37"	"40,784.13"	"40,810.04"	"40,436.36"		-0.67%
2/27/2023	"40,784.13"	"40,707.76"	"40,820.09"	"40,616.60"		0.19%
2/24/2023	"40,707.76"	"40,838.51"	"40,978.46"	"40,682.46"		-0.32%
